index,strat,end,trig,duration
GRB061110B,-14.672,120.576,238174,135.248
GRB061110A,-6.204,38.304,238108,44.508
GRB061102,1.3,46.844,236430,45.544000000000004
GRB061028,57.02,162.832,235715,105.81199999999998
GRB061021,1.576,49.396,234905,47.82
GRB061019,-167.752,12.632,234516,180.38400000000001
GRB061007,3.628,79.364,232683,75.736
GRB061006,-22.728,107.064,232585,129.792
GRB061004,0.84,7.1,232339,6.26
GRB061002,-1.6,16.028,231974,17.628
GRB060929,-2.536,550.424,231702,552.9599999999999
GRB060927,-0.08,22.336,231362,22.415999999999997
GRB060926,0.224,9.048,231231,8.824
GRB060923C,8.856,82.584,230711,73.72800000000001
GRB060923B,0.332,9.28,230702,8.947999999999999
GRB060923A,-40.736,17.756,230662,58.492
GRB060919,-0.708,8.292,230115,9.0
GRB060912A,-0.116,4.912,229185,5.028
GRB060908,-8.056,11.24,228581,19.296
GRB060906,-39.928,4.66,228316,44.587999999999994
GRB060904B,0.392,190.372,228006,189.98000000000002
GRB060904A,-0.92,79.14,227996,80.06
GRB060825,-1.988,5.988,226382,7.976000000000001
GRB060814,0.984,146.056,224552,145.072
GRB060813,1.188,17.156,224364,15.967999999999998
GRB060807,-32.816,21.232,223217,54.048
GRB060805A,-0.968,3.96,222683,4.928
GRB060804,-12.952,5.236,222546,18.188
GRB060801,0.052,0.556,222154,0.504
GRB060729,3.136,116.18,221755,113.04400000000001
GRB060719,0.412,67.332,220020,66.91999999999999
GRB060717,-0.224,2.776,219646,3.0
GRB060714,-8.908,107.156,219101,116.06400000000001
GRB060712,2.832,33.744,218582,30.912
GRB060708,0.152,10.18,217805,10.028
GRB060707,-46.38,20.264,217704,66.644
GRB060614,0.332,109.436,214805,109.10400000000001
GRB060607B,0.572,32.156,213934,31.584
GRB060607A,-7.212,95.82,213823,103.032
GRB060605,-64.92,14.92,213630,79.84
GRB060604,-63.248,32.752,213486,96.0
GRB060602A,4.476,79.312,213180,74.836
GRB060526,0.356,298.396,211957,298.04
GRB060522,3.092,72.216,211117,69.124
GRB060516,-47.0,81.0,210254,128.0
GRB060515,2.084,54.456,210084,52.372
GRB060512,-3.792,4.608,209755,8.399999999999999
GRB060510B,43.968,306.904,209352,262.936
GRB060510A,-5.404,14.744,209351,20.148
GRB060507,-3.476,179.832,208870,183.308
GRB060505,1.0,5.0,208654,4.0
GRB060502B,-0.004,0.14,208275,0.14400000000000002
GRB060502A,-3.72,24.728,208169,28.448
GRB060501,-3.272,22.356,208050,25.628
GRB060428B,-15.0,81.0,207399,96.0
GRB060428A,-1.772,37.708,207364,39.48
GRB060427,-8.0,54.0,207281,62.0
GRB060424,-17.844,19.836,206773,37.68
GRB060421,-0.748,11.248,206257,11.995999999999999
GRB060418,-45.62,63.46,205851,109.08
GRB060413,53.164,194.288,205096,141.12400000000002
GRB060403,-4.06,26.528,203755,30.587999999999997
GRB060323,-2.688,21.184,202505,23.872
GRB060322,-19.52,209.952,202442,229.472
GRB060319,2.54,12.828,202035,10.288
GRB060313,-0.092,0.652,201487,0.744
GRB060312,-25.752,18.904,201391,44.656
GRB060306,-0.872,60.068,200638,60.94
GRB060223B,-5.728,4.632,192152,10.36
GRB060223A,-2.08,9.24,192059,11.32
GRB060219,-55.088,6.956,191512,62.044000000000004
GRB060211B,-9.844,17.888,181156,27.732
GRB060211A,54.092,180.552,181126,126.46
GRB060210,-235.816,52.184,180977,288.0
GRB060206,0.152,7.704,180455,7.552
GRB060204B,-19.464,120.0,180241,139.464
GRB060203,-18.004,51.52,180151,69.524
GRB060202,-16.324,176.552,179968,192.876
GRB060124,-0.548,12.876,178750,13.424
GRB060117,0.12,16.972,177666,16.852
GRB060116,-29.048,75.784,177533,104.83200000000001
GRB060115,-35.652,103.44,177408,139.09199999999998
GRB060111B,-1.204,57.628,176918,58.832
GRB060111A,0.416,13.628,176818,13.212
GRB060110,0.272,21.608,176702,21.336000000000002
GRB060109,1.46,117.052,176620,115.59200000000001
GRB060108,-2.56,11.66,176453,14.22
GRB060105,-17.876,36.5,175942,54.376000000000005
GRB060102,-0.896,18.104,175603,19.0
GRB051227,0.128,115.528,174738,115.4
GRB051221B,51.7,94.272,173904,42.572
GRB051221A,0.032,1.424,173780,1.392
GRB051213,-8.348,62.708,172516,71.056
GRB051210,-0.204,1.096,171931,1.3
GRB051117B,1.516,10.536,164279,9.02
GRB051117A,-11.116,129.516,164268,140.632
GRB051114,0.0,2.0,163844,2.0
GRB051113,-28.192,65.104,163765,93.29599999999999
GRB051111,-11.312,52.688,163438,64.0
GRB051109B,-6.816,8.88,163170,15.696000000000002
GRB051109A,-2.536,34.664,163136,37.2
GRB051105A,0.0,0.056,162580,0.056
GRB051021B,-3.136,43.376,160672,46.512
GRB051016B,0.216,4.216,159994,4.0
GRB051016A,-0.136,20.864,159913,21.0
GRB051012,0.0,12.8,159413,12.8
GRB051008,-1.524,10.884,158855,12.408000000000001
GRB051006,-11.888,23.52,158593,35.408
GRB051001,-11.896,178.364,157870,190.26
GRB050925,-0.032,0.06,156838,0.092
GRB050922C,-2.084,2.468,156467,4.552
GRB050922B,27.384,184.408,156434,157.024
GRB050916,11.456,96.64,155408,85.184
GRB050915B,-4.296,38.8,155284,43.096
GRB050915A,-6.528,46.892,155242,53.42
GRB050911,-0.752,15.488,154630,16.24
GRB050908,-4.896,13.388,154112,18.284
GRB050904,15.212,196.788,153514,181.57600000000002
GRB050827,-22.704,27.328,152325,50.032
GRB050826,0.528,30.128,152113,29.6
GRB050824,38.488,63.496,151905,25.008000000000003
GRB050822,0.848,105.14,151486,104.292
GRB050820B,1.54,13.604,151334,12.064
GRB050820A,-1.448,239.32,151207,240.768
GRB050819,-3.328,34.388,151131,37.716
GRB050815,-0.528,2.464,150532,2.992
GRB050814,-0.08,142.772,150314,142.852
GRB050813,-0.004,0.38,150139,0.384
GRB050803,62.248,150.372,148833,88.12400000000002
GRB050802,-2.192,25.264,148646,27.456
GRB050801,0.192,19.76,148522,19.568
GRB050730,-44.736,109.864,148225,154.6
GRB050726,-36.256,10.24,147788,46.496
GRB050724,0.052,98.736,147478,98.684
GRB050721,-1.188,103.512,146970,104.7
GRB050717,2.848,87.864,146372,85.016
GRB050716,-8.348,60.672,146227,69.02
GRB050715,-138.048,48.952,146129,187.0
GRB050714B,17.708,67.072,145994,49.364000000000004
GRB050713B,2.08,123.776,145754,121.696
GRB050713A,-52.744,71.928,145675,124.672
GRB050712,-12.984,38.372,145581,51.356
GRB050701,-3.648,18.048,143708,21.695999999999998
GRB050607,-11.368,36.632,132247,48.0
GRB050603,-9.768,11.232,131560,21.0
GRB050528,-6.664,4.584,130679,11.248
GRB050525A,0.328,9.164,130088,8.836
GRB050509B,0.0,0.024,118749,0.024
GRB050509A,-5.6,4.908,118707,10.508
GRB050507,-2.824,12.176,118248,15.0
GRB050505,-8.644,50.208,117504,58.852
GRB050502B,-15.884,1.84,116116,17.724
GRB050422,-11.296,68.704,115214,80.0
GRB050421,0.2,8.608,115135,8.408000000000001
GRB050418,-5.092,76.668,114893,81.76
GRB050416B,0.188,3.58,114797,3.392
GRB050416A,0.12,6.788,114753,6.668
GRB050412,-6.32,21.252,114485,27.572
GRB050410,-27.024,36.976,114299,64.0
GRB050406,-2.08,3.696,113872,5.776
GRB050401,-5.128,26.964,113120,32.092
GRB050326,-5.084,24.356,112453,29.44
GRB050319,-133.128,18.456,111622,151.58399999999997
GRB050318,3.48,19.604,111529,16.124
GRB050315,-47.808,47.592,111063,95.4
GRB050306,4.916,163.44,107547,158.524
GRB050223,-7.908,14.772,106709,22.68
GRB050219B,-14.376,14.344,106442,28.72
GRB050219A,-3.52,20.292,106415,23.812
GRB050215B,-1.532,9.512,106107,11.044
GRB050215A,0.42,66.832,106106,66.41199999999999
GRB050202,0.012,0.124,104298,0.112
GRB050128,-6.56,21.44,103906,28.0
GRB050126,-11.44,36.56,103780,48.0
GRB050124,-1.132,2.804,103647,3.936
GRB050117,27.812,194.46,102861,166.648
GRB041228,1.336,57.636,100970,56.300000000000004
GRB041226,-0.972,7.324,100815,8.296
GRB041224,-93.648,83.916,100703,177.564
GRB041223,1.764,110.824,100585,109.06
GRB041220,-0.02,5.564,100433,5.584
GRB041219C,0.0,10.0,100380,10.0
GRB041219B,14.681,53.785,100368,39.104
GRB041217,1.184,6.852,100116,5.668
